ParcelID,ParcelType,siteaddres,GIS_Area,yearbuilt,decadebuilt
2547 1 23    0001,Parcel,23 HAMMICK ROAD,0.25074090323,1973,1970
0771 2 6     0001,Parcel,6 BROOKSIDE PLACE,0.384482286117,1952,1950
2501 2 172   0001,Parcel,172 GRISWOLD DRIVE,0.171442191352,1932,1930
3681 1 128   0001,Parcel,128 MONTCLAIR DRIVE,0.341544483029,1950,1950
3836 1 201   0001,Parcel,201 NORTH MAIN STREET,0.511823742458,1919,1910
4041 2 4     0001,Parcel,4 ORCHARD ROAD,0.506349134698,1957,1950
2547 2 22    0001,Parcel,22 HAMMICK ROAD,0.254190634455,1970,1970
4211 1 169   0001,Parcel,169 PENN DRIVE,0.172500582461,1940,1940
5641 2 1260  0001,Parcel,1260 TROUT BROOK DRIVE,0.231690141311,1976,1970
3836 2 200   0001,Parcel,200 NORTH MAIN STREET,0.321574512292,1927,1920
1091 2 18    0001,Parcel,18 CLIFFORD DRIVE,0.259666126932,1966,1960
0251 1 169   0001,Parcel,169 BALLARD DRIVE,0.209478301122,1929,1920
4211 2 170   0001,Parcel,170 PENN DRIVE,0.188381771396,1939,1930
0251 2 170   0001,Parcel,170 BALLARD DRIVE,0.171011438312,1932,1930
0191 2 318   0001,Parcel,318 AUBURN ROAD,0.355658087376,1949,1940
4346 1 9     0001,Parcel,9 PORTER DRIVE,0.291458115749,1972,1970
3838 1 307   0001,Parcel,307 NORTH QUAKER LANE,0.446120197926,1928,1920
2501 1 167   0001,Parcel,167 GRISWOLD DRIVE,0.171677844881,1938,1930
1401 1 81    0001,Parcel,81 CUMBERLAND ROAD,0.289393026103,1950,1950
0191 1 315   0001,Parcel,315 AUBURN ROAD,0.224101335075,1942,1940
5241 2 154   0001,Parcel,154 STEELE ROAD,0.379986133357,1856,1850
3681 1 85    0001,Parcel,85 MONTCLAIR DRIVE,0.442060781034,1951,1950
0421 2 34    0001,Parcel,34 BIRCH ROAD,0.387776515083,1928,1920
0421 2 32    0001,Parcel,32 BIRCH ROAD,0.459308723924,1926,1920
3681 2 90    0001,Parcel,90 MONTCLAIR DRIVE,0.258668963637,1948,1940
2501 2 168   0001,Parcel,168 GRISWOLD DRIVE,0.174315110877,1928,1920
0421 2 28    0001,Parcel,28 BIRCH ROAD,0.353311950381,1926,1920
3838 2 308   0001,Parcel,308 NORTH QUAKER LANE,0.314622546792,1928,1920
0421 2 26    0001,Parcel,26 BIRCH ROAD,0.446246513426,1928,1920
0421 2 20    0001,Parcel,20 BIRCH ROAD,0.452070976885,1928,1920
1401 2 82    0001,Parcel,82 CUMBERLAND ROAD,0.254249152048,1952,1950
0421 2 18    0001,Parcel,18 BIRCH ROAD,0.452372993816,1928,1920
0421 2 14    0001,Parcel,14 BIRCH ROAD,0.370555629086,1925,1920
4211 1 165   0001,Parcel,165 PENN DRIVE,0.174687354219,1938,1930
4346 1 7     0001,Parcel,7 PORTER DRIVE,0.297483726736,1976,1970
0421 2 12    0001,Parcel,12 BIRCH ROAD,0.373959117158,1928,1920
0421 2 10    0001,Parcel,10 BIRCH ROAD,0.371134934748,1928,1920
5811 1 145   0001,Parcel,145 WALBRIDGE ROAD,0.295641442377,1936,1930
2176 1 79    0001,Parcel,79 FOXCROFT ROAD,0.247424471823,1936,1930
3681 2 127   0001,Parcel,127 MONTCLAIR DRIVE,0.186069912459,1949,1940
3681 1 130   0001,Parcel,130 MONTCLAIR DRIVE,0.346431199479,1950,1950
5641 2 1258  0001,Parcel,1258 TROUT BROOK DRIVE,0.213452205281,1976,1970
6081 2 268   0001,Parcel,268 WESTMONT,1.69764904588,1994,1990
4211 2 164   0001,Parcel,164 PENN DRIVE,0.187742289038,1938,1930
0251 2 166   0001,Parcel,166 BALLARD DRIVE,0.172226205195,1937,1930
0251 1 165   0001,Parcel,165 BALLARD DRIVE,0.206614139705,1928,1920
3836 2 196   0001,Parcel,196 NORTH MAIN STREET,0.321398918498,1974,1970
5241 1 149   0001,Parcel,149 STEELE ROAD,0.482100061554,1929,1920
2501 1 163   0001,Parcel,163 GRISWOLD DRIVE,0.172178292972,1931,1930
1061 2 22    0001,Parcel,22 CLAYBAR DRIVE,0.426803204347,1967,1960
1091 2 14    0001,Parcel,14 CLIFFORD DRIVE,0.249772839473,1966,1960
0721 2 8     0001,Parcel,8 BROOKFIELD ROAD,0.324775313077,1949,1940
2501 2 164   0001,Parcel,164 GRISWOLD DRIVE,0.172178155315,1941,1940
0191 1 311   0001,Parcel,311 AUBURN ROAD,0.213501475036,1939,1930
3681 2 88    0001,Parcel,88 MONTCLAIR DRIVE,0.191232702382,1949,1940
4211 1 161   0001,Parcel,161 PENN DRIVE,0.172177957206,1939,1930
5811 2 64    0001,Parcel,64 WALBRIDGE ROAD,0.378093711224,1919,1910
1981 1 275   0001,Parcel,275 FERN STREET,0.252491926265,1959,1950
3271 2 4     0001,Parcel,4 LINWOLD DRIVE,0.266921209525,1928,1920
2741 1 29    0001,Parcel,29 HILLTOP DRIVE,0.172179730043,1942,1940
1981 1 279   0001,Parcel,279 FERN STREET,0.231518693308,1946,1940
1628 1 39    0001,Parcel,39 EAST NORMANDY DRIVE,0.234063661678,1957,1950
5997 2 52    0001,Parcel,52 WEST NORMANDY DRIVE,0.46486459891,2006,2000
1981 1 285   0001,Parcel,285 FERN STREET,0.206596255478,1958,1950
5811 1 63    0001,Parcel,63 WALBRIDGE ROAD,0.40023629773,1914,1910
3836 1 111   0001,Parcel,111 NORTH MAIN STREET,0.28067980566,1947,1940
1981 1 329   0001,Parcel,329 FERN STREET,0.158081124822,1925,1920
5811 2 62    0001,Parcel,62 WALBRIDGE ROAD,0.371290310869,1912,1910
2741 1 41    0001,Parcel,41 HILLTOP DRIVE,0.169822613729,1941,1940
1981 1 487   0001,Parcel,487 FERN STREET,0.14340094249,1941,1940
4651 2 150   0001,Parcel,150 ROBIN ROAD,0.186694005257,1935,1930
0191 1 61    0001,Parcel,61 AUBURN ROAD,0.228284445909,1927,1920
5811 1 47    0001,Parcel,47 WALBRIDGE ROAD,0.54507496256,1914,1910
0161 2 180   0001,Parcel,180 ARUNDEL AVENUE,0.142934204791,1939,1930
1131 2 10    0001,Parcel,10 COBBS ROAD,0.148905449704,1936,1930
1581 1 139   0001,Parcel,139 DOVER ROAD,0.211888870052,1925,1920
5997 1 23    0001,Parcel,23 WEST NORMANDY DRIVE,0.259304805329,1959,1950
3838 1 109   0001,Parcel,109 NORTH QUAKER LANE,0.302498037548,1917,1910
3836 2 90    0001,Parcel,90 NORTH MAIN STREET,1.86496539636,1938,1930
1626 1 27    0001,Parcel,27 EAST MAXWELL DRIVE,0.308673851872,1956,1950
5641 2 1148  0001,Parcel,1148 TROUT BROOK DRIVE,0.277262913293,1938,1930
5997 1 21    0001,Parcel,21 WEST NORMANDY DRIVE,0.264369203392,1960,1960
0161 1 181   0001,Parcel,181 ARUNDEL AVENUE,0.138529509567,1936,1930
0621 2 60    0001,Parcel,60 BRETTON ROAD,0.177916278107,1925,1920
3836 1 95    0001,Parcel,95 NORTH MAIN STREET,0.285857120494,0,na
5995 2 42    0001,Parcel,42 WEST MAXWELL DRIVE,0.314717761233,1957,1950
3838 2 110   0001,Parcel,110 NORTH QUAKER LANE,0.157293443624,1941,1940
1991 2 30    0001,Parcel,30 FERNBEL LANE,0.22336130016,1956,1950
1626 1 25    0001,Parcel,25 EAST MAXWELL DRIVE,0.300801856059,1956,1950
1981 1 495   0001,Parcel,495 FERN STREET,0.138028317551,1936,1930
5641 1 1137  0001,Parcel,1137 TROUT BROOK DRIVE,0.257344740602,1940,1940
4651 2 146   0001,Parcel,146 ROBIN ROAD,0.191434461524,1937,1930
5995 2 38    0001,Parcel,38 WEST MAXWELL DRIVE,0.29076440891,1958,1950
1981 1 497   0001,Parcel,497 FERN STREET,0.139807190496,1936,1930
4651 1 145   0001,Parcel,145 ROBIN ROAD,0.22038819541,1937,1930
1981 2 568   0001,Parcel,568 FERN STREET,0.226842579939,1951,1950
2841 2 172   0001,Parcel,172 HUNTER DRIVE,0.478177721117,1956,1950
1981 2 566   0001,Parcel,566 FERN STREET,0.233768059757,1950,1950
5821 1 219   0001,Parcel,219 WALDEN STREET,0.257875253934,1933,1930
0161 2 162   0001,Parcel,162 ARUNDEL AVENUE,0.143684856491,1950,1950
5641 1 1119  0001,Parcel,1119 TROUT BROOK DRIVE,0.369173359639,1940,1940
5821 2 218   0001,Parcel,218 WALDEN STREET,0.176842579877,1937,1930
0791 1 135   0001,Parcel,135 BRUNSWICK AVENUE,0.14093145513,1937,1930
5741 1 25    0001,Parcel,25 VANDERBILT ROAD,0.221134961335,1918,1910
5921 1 49    0001,Parcel,49 WARWICK STREET,0.177983431695,1931,1930
0161 2 130   0001,Parcel,130 ARUNDEL AVENUE,0.142726429171,1938,1930
3011 2 154   0001,Parcel,154 KEENEY AVENUE,0.171598696572,1937,1930
3011 1 89    0001,Parcel,89 KEENEY AVENUE,0.142969203657,1934,1930
0101 2 32    0001,Parcel,32 ARDMORE ROAD,0.210407772036,1949,1940
6221 1 11    0001,Parcel,11 WILLOWBROOK ROAD,0.413583828932,1955,1950
0191 1 9     0001,Parcel,9 AUBURN ROAD,0.226765737446,1923,1920
1891 2 798   0001,Parcel,798 FARMINGTON AVENUE,0.292206701121,1919,1910
6201 1 37    0001,Parcel,37 WHITMAN AVENUE,0.190788590664,1919,1910
5891 2 16    0001,Parcel,16 WARE AVENUE,0.129707521286,1924,1920
5891 2 12    0001,Parcel,12 WARE AVENUE,0.129706948033,1924,1920
3111 1 93    0001,Parcel,93 LANCASTER ROAD,0.126113345198,1917,1910
6191 1 115   0001,Parcel,115 WHITING LANE,0.301102457285,1931,1930
0551 1 193   0001,Parcel,193 BRACE ROAD,0.234945787914,1927,1920
5861 1 11    0001,Parcel,11 WALTON DRIVE,0.278030391356,1956,1950
4071 1 69    0001,Parcel,69 OUTLOOK AVENUE,0.282766716382,1915,1910
6031 2 44    0001,Parcel,44 WESTFIELD ROAD,0.203032832371,1927,1920
1061 1 27    0001,Parcel,27 CLAYBAR DRIVE,0.433437167193,1966,1960
1401 1 79    0001,Parcel,79 CUMBERLAND ROAD,0.270761124636,1950,1950
5241 2 150   0001,Parcel,150 STEELE ROAD,0.25694058457,1925,1920
0421 2 38    0001,Parcel,38 BIRCH ROAD,0.223378915935,1931,1930
4211 2 162   0001,Parcel,162 PENN DRIVE,0.187487013201,1941,1940
2176 1 77    0001,Parcel,77 FOXCROFT ROAD,0.2464076581,1937,1930
1061 1 35    0001,Parcel,35 CLAYBAR DRIVE,0.505055753029,1966,1960
3681 2 129   0001,Parcel,129 MONTCLAIR DRIVE,0.192839477252,1949,1940
1401 2 80    0001,Parcel,80 CUMBERLAND ROAD,0.256201009889,1952,1950
0251 2 162   0001,Parcel,162 BALLARD DRIVE,0.172220067298,1932,1930
3838 2 302   0001,Parcel,302 NORTH QUAKER LANE,0.309482627726,1928,1920
6081 2 272   0001,Parcel,272 WESTMONT,1.08929042726,1970,1970
5641 2 1256  0001,Parcel,1256 TROUT BROOK DRIVE,0.201101627869,1977,1970
5811 1 143   0001,Parcel,143 WALBRIDGE ROAD,0.306573104713,1936,1930
2501 1 159   0001,Parcel,159 GRISWOLD DRIVE,0.172177896728,1929,1920
0251 1 161   0001,Parcel,161 BALLARD DRIVE,0.206613011539,1931,1930
2501 2 160   0001,Parcel,160 GRISWOLD DRIVE,0.172178094758,1935,1930
4211 1 157   0001,Parcel,157 PENN DRIVE,0.172178450699,1939,1930
3681 2 86    0001,Parcel,86 MONTCLAIR DRIVE,0.192839173841,1949,1940
0191 1 305   0001,Parcel,305 AUBURN ROAD,0.213500158062,1942,1940
4211 2 158   0001,Parcel,158 PENN DRIVE,0.187008531473,1951,1950
2176 2 76    0001,Parcel,76 FOXCROFT ROAD,0.496795410111,1936,1930
0251 2 158   0001,Parcel,158 BALLARD DRIVE,0.172214624702,1929,1920
0501 2 16    0001,Parcel,16 BOROUGH DRIVE,0.343361656414,1966,1960
1401 1 75    0001,Parcel,75 CUMBERLAND ROAD,0.283736891287,1950,1950
1091 2 10    0001,Parcel,10 CLIFFORD DRIVE,0.249772951222,1967,1960
0721 2 4     0001,Parcel,4 BROOKFIELD ROAD,0.208910071333,1951,1950
2176 1 75    0001,Parcel,75 FOXCROFT ROAD,0.247262459418,1937,1930
2501 1 155   0001,Parcel,155 GRISWOLD DRIVE,0.172178313034,1951,1950
3838 1 295   0001,Parcel,295 NORTH QUAKER LANE,0.397548890364,1930,1930
5241 1 145   0001,Parcel,145 STEELE ROAD,0.482098476197,1926,1920
5241 2 148   0001,Parcel,148 STEELE ROAD,0.256752914637,1916,1910
5641 2 1254  0001,Parcel,1254 TROUT BROOK DRIVE,0.188324944212,1930,1930
0251 1 155   0001,Parcel,155 BALLARD DRIVE,0.206615267894,1927,1920
1401 2 76    0001,Parcel,76 CUMBERLAND ROAD,0.256201006997,1952,1950
2501 2 156   0001,Parcel,156 GRISWOLD DRIVE,0.17217809482,1931,1930
3838 2 296   0001,Parcel,296 NORTH QUAKER LANE,0.309320499418,1928,1920
2151 1 65    0001,Parcel,65 FOX CHASE LANE,0.348856869765,1977,1970
0501 2 10    0001,Parcel,10 BOROUGH DRIVE,0.384192574192,1966,1960
0421 2 2     0001,Parcel,2 BIRCH ROAD,0.358896171024,1929,1920
4211 1 153   0001,Parcel,153 PENN DRIVE,0.172178450726,1939,1930
2151 2 64    0001,Parcel,64 FOX CHASE LANE,0.350565654186,1976,1970
1061 1 19    0001,Parcel,19 CLAYBAR DRIVE,0.389675758371,1965,1960
1091 1 11    0001,Parcel,11 CLIFFORD DRIVE,0.241104793389,1967,1960
6081 2 264   0001,Parcel,264 WESTMONT,1.19441609243,1968,1960
4211 2 154   0001,Parcel,154 PENN DRIVE,0.186350498474,1942,1940
0251 2 154   0001,Parcel,154 BALLARD DRIVE,0.258311654524,1928,1920
0191 2 300   0001,Parcel,300 AUBURN ROAD,0.544098826424,1949,1940
3681 1 79    0001,Parcel,79 MONTCLAIR DRIVE,0.234356615424,1977,1970
2501 1 151   0001,Parcel,151 GRISWOLD DRIVE,0.172177540803,1931,1930
2176 1 71    0001,Parcel,71 FOXCROFT ROAD,0.247540522218,1936,1930
2501 2 152   0001,Parcel,152 GRISWOLD DRIVE,0.172177759088,1931,1930
5241 2 136   0001,Parcel,136 STEELE ROAD,0.673518347538,1920,1920
3681 2 72    0001,Parcel,72 MONTCLAIR DRIVE,0.292778440057,1942,1940
5621 2 48    0001,Parcel,48 TREEBOROUGH DRIVE,0.337613391624,1962,1960
0251 2 134   0001,Parcel,134 BALLARD DRIVE,0.172181431766,1928,1920
1061 2 8     0001,Parcel,8 CLAYBAR DRIVE,0.376563757876,1961,1960
4391 1 843   0001,Parcel,843 PROSPECT AVENUE,0.447438430292,1910,1910
3231 2 28    0001,Parcel,28 LINBROOK ROAD,0.216370413274,1937,1930
2501 1 131   0001,Parcel,131 GRISWOLD DRIVE,0.172178313095,1934,1930
1401 2 64    0001,Parcel,64 CUMBERLAND ROAD,0.256202575327,1951,1950
0221 2 32    0001,Parcel,32 BAINBRIDGE ROAD,0.604012753145,1926,1920
1001 1 15    0001,Parcel,15 CHELSEA LANE,0.326450209286,1932,1930
5621 2 44    0001,Parcel,44 TREEBOROUGH DRIVE,0.339711697875,1961,1960
0251 1 131   0001,Parcel,131 BALLARD DRIVE,0.206614395491,1928,1920
6081 2 132   0001,Parcel,132 WESTMONT,0.717309728711,1960,1960
3231 2 32    0001,Parcel,32 LINBROOK ROAD,0.199727072267,1937,1930
2501 2 132   0001,Parcel,132 GRISWOLD DRIVE,0.17219016563,1928,1920
5811 1 127   0001,Parcel,127 WALBRIDGE ROAD,0.303278952149,1928,1920
5241 1 133   0001,Parcel,133 STEELE ROAD,0.482649658146,1918,1910
1001 2 16    0001,Parcel,16 CHELSEA LANE,0.391614424833,1929,1920
2151 1 51    0001,Parcel,51 FOX CHASE LANE,0.416323809068,1971,1970
6081 2 260   0001,Parcel,260 WESTMONT,0.922833751558,1971,1970
4211 1 129   0001,Parcel,129 PENN DRIVE,0.258285157178,1937,1930
3231 2 34    0001,Parcel,34 LINBROOK ROAD,0.216370798493,1936,1930
5621 2 40    0001,Parcel,40 TREEBOROUGH DRIVE,0.329198803938,1960,1960
0191 1 277   0001,Parcel,277 AUBURN ROAD,0.213500964918,1939,1930
4211 2 130   0001,Parcel,130 PENN DRIVE,0.18331865083,1933,1930
3231 2 36    0001,Parcel,36 LINBROOK ROAD,0.199727164025,1936,1930
0251 2 130   0001,Parcel,130 BALLARD DRIVE,0.172176146932,1932,1930
1061 1 7     0001,Parcel,7 CLAYBAR DRIVE,0.371332503385,1965,1960
0191 2 278   0001,Parcel,278 AUBURN ROAD,0.215171606587,1950,1950
2501 1 127   0001,Parcel,127 GRISWOLD DRIVE,0.172177540752,1929,1920
3231 2 38    0001,Parcel,38 LINBROOK ROAD,0.216370083753,1936,1930
3231 1 1     0001,Parcel,1 LINBROOK ROAD,0.219370597972,1948,1940
1401 1 61    0001,Parcel,61 CUMBERLAND ROAD,0.295885156433,1951,1950
2501 2 128   0001,Parcel,128 GRISWOLD DRIVE,0.172189168746,1949,1940
3231 2 40    0001,Parcel,40 LINBROOK ROAD,0.2163702109,1936,1930
3231 1 5     0001,Parcel,5 LINBROOK ROAD,0.192839986893,1948,1940
0251 1 127   0001,Parcel,127 BALLARD DRIVE,0.219625985214,1927,1920
1001 1 11    0001,Parcel,11 CHELSEA LANE,0.346683807035,1932,1930
0221 2 36    0001,Parcel,36 BAINBRIDGE ROAD,0.519030115111,1926,1920
0221 2 136   0001,Parcel,136 BAINBRIDGE ROAD,0.29970890521,1930,1930
0221 2 150   0001,Parcel,150 BAINBRIDGE ROAD,0.20904487494,1936,1930
0221 2 74    0001,Parcel,74 BAINBRIDGE ROAD,0.320578440706,1926,1920
1001 2 12    0001,Parcel,12 CHELSEA LANE,0.388490149014,1927,1920
5621 2 14    0001,Parcel,14 TREEBOROUGH DRIVE,0.479937387813,1963,1960
0761 1 85    0001,Parcel,85 BROOKSIDE DRIVE,0.327751391734,1964,1960
0221 2 70    0001,Parcel,70 BAINBRIDGE ROAD,0.322877456911,1941,1940
0191 2 272   0001,Parcel,272 AUBURN ROAD,0.21195182761,1950,1950
2176 1 55    0001,Parcel,55 FOXCROFT ROAD,0.343301483736,1946,1940
6081 2 138   0001,Parcel,138 WESTMONT,0.692385177191,1976,1970
2151 1 49    0001,Parcel,49 FOX CHASE LANE,0.373457779363,1973,1970
0221 2 142   0001,Parcel,142 BAINBRIDGE ROAD,0.205125257849,1932,1930
2151 2 48    0001,Parcel,48 FOX CHASE LANE,0.312661769485,1974,1970
0221 2 122   0001,Parcel,122 BAINBRIDGE ROAD,0.338929300817,1951,1950
6081 2 322   0001,Parcel,322 WESTMONT,1.17553955517,1964,1960
4211 2 82    0001,Parcel,82 PENN DRIVE,0.179007882095,1935,1930
0191 1 229   0001,Parcel,229 AUBURN ROAD,0.213500206697,1935,1930
0251 1 81    0001,Parcel,81 BALLARD DRIVE,0.192839052513,1927,1920
6361 1 27    0001,Parcel,27 WYNDWOOD ROAD,0.276583793143,1948,1940
1401 1 39    0001,Parcel,39 CUMBERLAND ROAD,0.288443333711,1926,1920
2031 2 32    0001,Parcel,32 FERNWOOD ROAD,0.322174414236,1927,1920
3681 1 43    0001,Parcel,43 MONTCLAIR DRIVE,0.403736405446,1930,1930
2031 2 28    0001,Parcel,28 FERNWOOD ROAD,0.318830769013,1928,1920
6361 1 31    0001,Parcel,31 WYNDWOOD ROAD,0.316693543197,1948,1940
2501 2 82    0001,Parcel,82 GRISWOLD DRIVE,0.172191549084,1928,1920
3581 2 42    0001,Parcel,42 MIDDLEFIELD DRIVE,0.206613543187,1937,1930
1401 2 40    0001,Parcel,40 CUMBERLAND ROAD,0.213500811486,1935,1930
5241 1 107   0001,Parcel,107 STEELE ROAD,0.336866434963,1917,1910
0731 2 40    0001,Parcel,40 BROOKLINE DRIVE,0.441976986488,1940,1940
4211 1 77    0001,Parcel,77 PENN DRIVE,0.17216625304,1928,1920
2176 2 38    0001,Parcel,38 FOXCROFT ROAD,0.327007625907,1928,1920
6361 1 33    0001,Parcel,33 WYNDWOOD ROAD,0.282289438804,1949,1940
0251 2 82    0001,Parcel,82 BALLARD DRIVE,0.172178957276,1939,1930
3261 1 51    0001,Parcel,51 LINNARD ROAD,0.270798944767,1931,1930
2501 1 77    0001,Parcel,77 GRISWOLD DRIVE,0.172168665929,1932,1930
0731 1 41    0001,Parcel,41 BROOKLINE DRIVE,0.197889368007,1935,1930
4211 2 78    0001,Parcel,78 PENN DRIVE,0.178640275187,1932,1930
6361 1 37    0001,Parcel,37 WYNDWOOD ROAD,0.284963283816,1949,1940
3271 2 42    0001,Parcel,42 LINWOLD DRIVE,0.310187777842,1931,1930
0191 1 225   0001,Parcel,225 AUBURN ROAD,0.213500891474,1935,1930
0251 1 77    0001,Parcel,77 BALLARD DRIVE,0.192866586041,1928,1920
3581 1 41    0001,Parcel,41 MIDDLEFIELD DRIVE,0.189829241704,1938,1930
0961 1 9     0001,Parcel,9 CEDAR LEDGE ROAD,0.436268708723,1950,1950
3838 2 100   0001,Parcel,100 NORTH QUAKER LANE,0.157424888036,1941,1940
1581 1 127   0001,Parcel,127 DOVER ROAD,0.208878754072,1924,1920
0161 2 170   0001,Parcel,170 ARUNDEL AVENUE,0.143379055511,1948,1940
1981 2 548   0001,Parcel,548 FERN STREET,0.179142335195,1945,1940
0191 2 54    0001,Parcel,54 AUBURN ROAD,0.206383792539,1920,1920
1981 1 519   0001,Parcel,519 FERN STREET,0.196049275437,1952,1950
5995 2 20    0001,Parcel,20 WEST MAXWELL DRIVE,0.271357090696,1958,1950
1981 2 552   0001,Parcel,552 FERN STREET,0.20657536011,1949,1940
4651 1 135   0001,Parcel,135 ROBIN ROAD,0.220390885807,1937,1930
0791 2 170   0001,Parcel,170 BRUNSWICK AVENUE,0.14381543852,1951,1950
5451 1 135   0001,Parcel,135 SYLVAN AVENUE,0.143058604261,1929,1920
1561 2 16    0001,Parcel,16 DORSET ROAD,0.2100911373,1948,1940
5995 2 16    0001,Parcel,16 WEST MAXWELL DRIVE,0.270905182401,1959,1950
5641 1 1125  0001,Parcel,1125 TROUT BROOK DRIVE,0.433458824301,1940,1940
1981 2 554   0001,Parcel,554 FERN STREET,0.20659846561,1949,1940
3838 1 97    0001,Parcel,97 NORTH QUAKER LANE,0.25639249081,1922,1920
2021 2 24    0001,Parcel,24 FERNRIDGE ROAD,0.227249772078,1952,1950
4651 2 134   0001,Parcel,134 ROBIN ROAD,0.205642084555,1938,1930
2191 2 32    0001,Parcel,32 FREDERICK ROAD,1.75703712549,0,na
0161 1 169   0001,Parcel,169 ARUNDEL AVENUE,0.214694912235,1948,1940
5995 2 12    0001,Parcel,12 WEST MAXWELL DRIVE,0.269507928633,1959,1950
2721 1 17    0001,Parcel,17 HILLSBORO DRIVE,0.559886489595,1931,1930
5811 1 39    0001,Parcel,39 WALBRIDGE ROAD,0.352449645317,1928,1920
1981 1 525   0001,Parcel,525 FERN STREET,0.201712812188,1937,1930
0161 2 166   0001,Parcel,166 ARUNDEL AVENUE,0.142977251339,1952,1950
1581 1 123   0001,Parcel,123 DOVER ROAD,0.207865262568,1924,1920
0621 2 20    0001,Parcel,20 BRETTON ROAD,0.177917793019,1922,1920
5921 1 19    0001,Parcel,19 WARWICK STREET,0.178435992323,1926,1920
1561 2 2     0001,Parcel,2 DORSET ROAD,0.193026436201,1949,1940
0161 2 138   0001,Parcel,138 ARUNDEL AVENUE,0.143161395085,1933,1930
3838 1 67    0001,Parcel,67 NORTH QUAKER LANE,0.196702280317,1919,1910
1911 1 3     0001,Parcel,3 FARNHAM ROAD,0.157024901613,1942,1940
2721 1 67    0001,Parcel,67 HILLSBORO DRIVE,0.322876050409,1959,1950
5821 1 197   0001,Parcel,197 WALDEN STREET,0.324950987353,1931,1930
1191 1 23    0001,Parcel,23 CONCORD STREET,0.336747046483,1895,1850
0191 2 38    0001,Parcel,38 AUBURN ROAD,0.234851060964,1920,1920
3701 2 336   0001,Parcel,336 MOUNTAIN ROAD,0.54979877829,1952,1950
1581 1 93    0001,Parcel,93 DOVER ROAD,0.185928044734,1928,1920
3011 2 100   0001,Parcel,100 KEENEY AVENUE,0.142202898322,1932,1930
3011 1 61    0001,Parcel,61 KEENEY AVENUE,0.142191221177,1936,1930
2841 2 156   0001,Parcel,156 HUNTER DRIVE,0.480861589054,1953,1950
1111 2 126   0001,Parcel,126 CLIFTON AVENUE,0.144425024319,1928,1920
0161 2 118   0001,Parcel,118 ARUNDEL AVENUE,0.143030678957,1924,1920
5451 2 82    0001,Parcel,82 SYLVAN AVENUE,0.143009599909,1926,1920
3838 2 48    0001,Parcel,48 NORTH QUAKER LANE,0.149132932754,1916,1910
5821 1 173   0001,Parcel,173 WALDEN STREET,0.170424069724,1927,1920
1981 2 658   0001,Parcel,658 FERN STREET,0.345583941994,1958,1950
5811 2 16    0001,Parcel,16 WALBRIDGE ROAD,0.306899584663,1920,1920
5811 1 15    0001,Parcel,15 WALBRIDGE ROAD,0.408150888636,1922,1920
3641 2 166   0001,Parcel,166 MILTON STREET,0.177821890042,1940,1940
0791 1 121   0001,Parcel,121 BRUNSWICK AVENUE,0.143248418214,1937,1930
5451 1 83    0001,Parcel,83 SYLVAN AVENUE,0.144706824664,1925,1920
4651 1 85    0001,Parcel,85 ROBIN ROAD,0.167930783156,1940,1940
6081 1 295   0001,Parcel,295 WESTMONT,0.945230768923,1990,1990
0221 2 130   0001,Parcel,130 BAINBRIDGE ROAD,0.223876169694,1940,1940
1001 1 9     0001,Parcel,9 CHELSEA LANE,0.362430178777,1930,1930
5811 1 121   0001,Parcel,121 WALBRIDGE ROAD,0.422190045564,1928,1920
3231 1 23    0001,Parcel,23 LINBROOK ROAD,0.208656163234,1941,1940
0221 2 98    0001,Parcel,98 BAINBRIDGE ROAD,0.304625721298,1938,1930
3231 1 25    0001,Parcel,25 LINBROOK ROAD,0.192838477765,1939,1930
1001 2 8     0001,Parcel,8 CHELSEA LANE,0.393645383246,1928,1920
2151 1 43    0001,Parcel,43 FOX CHASE LANE,0.34180378268,1971,1970
3231 1 27    0001,Parcel,27 LINBROOK ROAD,0.208909983094,1938,1930
3261 2 2     0001,Parcel,2 LINNARD ROAD,0.244215233523,1949,1940
5241 2 128   0001,Parcel,128 STEELE ROAD,0.321407508627,1923,1920
0251 2 118   0001,Parcel,118 BALLARD DRIVE,0.20168976918,1927,1920
3231 1 29    0001,Parcel,29 LINBROOK ROAD,0.192838765379,1938,1930
5621 1 41    0001,Parcel,41 TREEBOROUGH DRIVE,0.342746490323,1962,1960
6081 2 142   0001,Parcel,142 WESTMONT,0.777055810896,1964,1960
0221 2 30    0001,Parcel,30 BAINBRIDGE ROAD,0.311560456769,1928,1920
2151 2 46    0001,Parcel,46 FOX CHASE LANE,0.368501095879,1974,1970
6081 1 255   0001,Parcel,255 WESTMONT,1.01108728293,1971,1970
3261 2 4     0001,Parcel,4 LINNARD ROAD,0.17034171237,1942,1940
0221 2 28    0001,Parcel,28 BAINBRIDGE ROAD,0.307930336391,1927,1920
2501 2 114   0001,Parcel,114 GRISWOLD DRIVE,0.234072358127,1927,1920
3261 2 8     0001,Parcel,8 LINNARD ROAD,0.176769998793,1941,1940
1081 2 162   0001,Parcel,162 CLIFFMORE ROAD,0.321992723262,1958,1950
1001 1 1     0001,Parcel,1 CHELSEA LANE,0.34309734262,1927,1920
2318 1 39    0001,Parcel,39 GLEN HOLLOW,0.385734761885,1961,1960
5241 1 125   0001,Parcel,125 STEELE ROAD,0.440899759371,1926,1920
